sign_id,numbering_system,description,wells_ids,mahadevan_ids,parpola_allographs,n_feature_dims,corpus_freq,start_rate,end_rate,internal_rate,in_corpus,source
Yunmapped_0275,yajnadevam_glyphid,,,,,0,1,0.0,0.0,1.0,True,corpus_only
Yunmapped_0293,yajnadevam_glyphid,,,,,0,1,0.0,0.0,1.0,True,corpus_only
Yunmapped_0546,yajnadevam_glyphid,,,,,0,1,0.0,1.0,0.0,True,corpus_only
Yunmapped_0876,yajnadevam_glyphid,,,,,0,1,1.0,0.0,0.0,True,corpus_only
Yunmapped_0578,yajnadevam_glyphid,,,,,0,1,0.0,0.0,1.0,True,corpus_only
Yunmapped_0682,yajnadevam_glyphid,,,,,0,1,1.0,0.0,0.0,True,corpus_only
Yunmapped_0852,yajnadevam_glyphid,,,,,0,1,0.0,1.0,0.0,True,corpus_only
Yunmapped_0152,yajnadevam_glyphid,,,,,0,1,0.0,0.0,1.0,True,corpus_only
Yunmapped_0681,yajnadevam_glyphid,,,,,0,1,0.0,1.0,0.0,True,corpus_only
Yunmapped_0276,yajnadevam_glyphid,,,,,0,1,0.0,1.0,0.0,True,corpus_only
Yunmapped_0051,yajnadevam_glyphid,,,,,0,1,0.0,1.0,0.0,True,corpus_only
Yunmapped_0902,yajnadevam_glyphid,,,,,0,1,0.0,1.0,0.0,True,corpus_only
Yunmapped_0542,yajnadevam_glyphid,,,,,0,1,0.0,0.0,1.0,True,corpus_only
Yunmapped_0596,yajnadevam_glyphid,,,,,0,1,0.0,0.0,1.0,True,corpus_only
Yunmapped_0640,yajnadevam_glyphid,,,,,0,1,0.0,1.0,0.0,True,corpus_only
Yunmapped_0430,yajnadevam_glyphid,,,,,0,1,1.0,0.0,0.0,True,corpus_only
Yunmapped_0057,yajnadevam_glyphid,,,,,0,1,0.0,1.0,0.0,True,corpus_only
Yunmapped_0280,yajnadevam_glyphid,,,,,0,1,0.0,0.0,1.0,True,corpus_only
Yunmapped_0253,yajnadevam_glyphid,,,,,0,1,0.0,0.0,1.0,True,corpus_only
Yunmapped_0870,yajnadevam_glyphid,,,,,0,1,0.0,1.0,0.0,True,corpus_only
Yunmapped_0748,yajnadevam_glyphid,,,,,0,1,1.0,0.0,0.0,True,corpus_only
Yunmapped_0471,yajnadevam_glyphid,,,,,0,1,0.0,0.0,1.0,True,corpus_only
Yunmapped_0811,yajnadevam_glyphid,,,,,0,1,0.0,0.0,1.0,True,corpus_only
Yunmapped_0469,yajnadevam_glyphid,,,,,0,1,0.0,0.0,1.0,True,corpus_only
Yunmapped_0203,yajnadevam_glyphid,,,,,0,1,1.0,0.0,0.0,True,corpus_only
Yunmapped_0918,yajnadevam_glyphid,,,,,0,1,0.0,1.0,0.0,True,corpus_only
Yunmapped_0330,yajnadevam_glyphid,,,,,0,1,0.0,0.0,1.0,True,corpus_only
Yunmapped_0305,yajnadevam_glyphid,,,,,0,1,0.0,0.0,1.0,True,corpus_only
Yunmapped_0863,yajnadevam_glyphid,,,,,0,1,0.0,1.0,0.0,True,corpus_only
Yunmapped_0830,yajnadevam_glyphid,,,,,0,1,0.0,0.0,1.0,True,corpus_only
Yunmapped_0728,yajnadevam_glyphid,,,,,0,1,0.0,1.0,0.0,True,corpus_only
Yunmapped_0266,yajnadevam_glyphid,,,,,0,1,0.0,1.0,0.0,True,corpus_only
Yunmapped_0172,yajnadevam_glyphid,,,,,0,1,0.0,0.0,1.0,True,corpus_only
Yunmapped_0576,yajnadevam_glyphid,,,,,0,1,0.0,0.0,1.0,True,corpus_only
Yunmapped_0138,yajnadevam_glyphid,,,,,0,1,1.0,0.0,0.0,True,corpus_only
Yunmapped_0294,yajnadevam_glyphid,,,,,0,1,1.0,0.0,0.0,True,corpus_only
Yunmapped_0833,yajnadevam_glyphid,,,,,0,1,0.0,0.0,1.0,True,corpus_only
Yunmapped_0826,yajnadevam_glyphid,,,,,0,1,0.0,1.0,0.0,True,corpus_only
Yunmapped_0716,yajnadevam_glyphid,,,,,0,1,0.0,1.0,0.0,True,corpus_only
Yunmapped_0442,yajnadevam_glyphid,,,,,0,1,1.0,0.0,0.0,True,corpus_only
Yunmapped_0490,yajnadevam_glyphid,,,,,0,1,0.0,1.0,0.0,True,corpus_only
Yunmapped_0947,yajnadevam_glyphid,,,,,0,1,0.0,0.0,1.0,True,corpus_only
Yunmapped_0895,yajnadevam_glyphid,,,,,0,1,0.0,0.0,1.0,True,corpus_only
Yunmapped_0866,yajnadevam_glyphid,,,,,0,1,1.0,0.0,0.0,True,corpus_only
Yunmapped_0441,yajnadevam_glyphid,,,,,0,1,0.0,0.0,1.0,True,corpus_only
Yunmapped_0180,yajnadevam_glyphid,,,,,0,1,0.0,1.0,0.0,True,corpus_only
Yunmapped_0306,yajnadevam_glyphid,,,,,0,1,0.0,0.0,1.0,True,corpus_only
Yunmapped_0778,yajnadevam_glyphid,,,,,0,1,0.0,0.0,1.0,True,corpus_only
Yunmapped_0166,yajnadevam_glyphid,,,,,0,1,0.0,1.0,0.0,True,corpus_only
Yunmapped_0685,yajnadevam_glyphid,,,,,0,1,0.0,0.0,1.0,True,corpus_only
Yunmapped_0952,yajnadevam_glyphid,,,,,0,1,0.0,0.0,1.0,True,corpus_only
Yunmapped_0506,yajnadevam_glyphid,,,,,0,1,1.0,0.0,0.0,True,corpus_only
Yunmapped_0810,yajnadevam_glyphid,,,,,0,1,0.0,0.0,1.0,True,corpus_only
Yunmapped_0194,yajnadevam_glyphid,,,,,0,1,0.0,0.0,1.0,True,corpus_only
Yunmapped_0604,yajnadevam_glyphid,,,,,0,1,0.0,0.0,1.0,True,corpus_only
Yunmapped_0427,yajnadevam_glyphid,,,,,0,1,1.0,0.0,0.0,True,corpus_only
Yunmapped_0309,yajnadevam_glyphid,,,,,0,1,0.0,1.0,0.0,True,corpus_only
Yunmapped_0768,yajnadevam_glyphid,,,,,0,1,0.0,1.0,0.0,True,corpus_only
Yunmapped_0761,yajnadevam_glyphid,,,,,0,1,0.0,0.0,1.0,True,corpus_only
Yunmapped_0069,yajnadevam_glyphid,,,,,0,1,0.0,1.0,0.0,True,corpus_only
Yunmapped_0958,yajnadevam_glyphid,,,,,0,1,0.0,0.0,1.0,True,corpus_only
Yunmapped_0296,yajnadevam_glyphid,,,,,0,1,0.0,0.0,1.0,True,corpus_only
Yunmapped_0121,yajnadevam_glyphid,,,,,0,1,0.0,1.0,0.0,True,corpus_only
Yunmapped_0083,yajnadevam_glyphid,,,,,0,1,0.0,0.0,1.0,True,corpus_only
Yunmapped_0859,yajnadevam_glyphid,,,,,0,1,0.0,1.0,0.0,True,corpus_only
Yunmapped_0474,yajnadevam_glyphid,,,,,0,1,0.0,0.0,1.0,True,corpus_only
Yunmapped_0762,yajnadevam_glyphid,,,,,0,1,0.0,1.0,0.0,True,corpus_only
Yunmapped_0393,yajnadevam_glyphid,,,,,0,1,0.0,1.0,0.0,True,corpus_only
Yunmapped_0457,yajnadevam_glyphid,,,,,0,1,1.0,0.0,0.0,True,corpus_only
Yunmapped_0897,yajnadevam_glyphid,,,,,0,1,0.0,1.0,0.0,True,corpus_only
Yunmapped_0688,yajnadevam_glyphid,,,,,0,1,1.0,0.0,0.0,True,corpus_only
Yunmapped_0858,yajnadevam_glyphid,,,,,0,1,1.0,0.0,0.0,True,corpus_only
Yunmapped_0122,yajnadevam_glyphid,,,,,0,1,0.0,0.0,1.0,True,corpus_only
Yunmapped_0843,yajnadevam_glyphid,,,,,0,1,0.0,1.0,0.0,True,corpus_only
Yunmapped_0428,yajnadevam_glyphid,,,,,0,1,0.0,1.0,0.0,True,corpus_only
Yunmapped_0277,yajnadevam_glyphid,,,,,0,1,0.0,0.0,1.0,True,corpus_only
Yunmapped_0707,yajnadevam_glyphid,,,,,0,1,0.0,1.0,0.0,True,corpus_only
Yunmapped_0535,yajnadevam_glyphid,,,,,0,1,0.0,0.0,1.0,True,corpus_only
Yunmapped_0099,yajnadevam_glyphid,,,,,0,1,0.0,0.0,1.0,True,corpus_only
Yunmapped_0894,yajnadevam_glyphid,,,,,0,1,0.0,0.0,1.0,True,corpus_only
Yunmapped_0694,yajnadevam_glyphid,,,,,0,1,0.0,1.0,0.0,True,corpus_only
Yunmapped_0818,yajnadevam_glyphid,,,,,0,1,0.0,1.0,0.0,True,corpus_only
Yunmapped_0264,yajnadevam_glyphid,,,,,0,1,0.0,0.0,1.0,True,corpus_only
Yunmapped_0944,yajnadevam_glyphid,,,,,0,1,0.0,0.0,1.0,True,corpus_only
Yunmapped_0123,yajnadevam_glyphid,,,,,0,1,0.0,1.0,0.0,True,corpus_only
Yunmapped_0849,yajnadevam_glyphid,,,,,0,1,0.0,1.0,0.0,True,corpus_only
Yunmapped_0727,yajnadevam_glyphid,,,,,0,1,0.0,0.0,1.0,True,corpus_only
Yunmapped_0224,yajnadevam_glyphid,,,,,0,1,1.0,0.0,0.0,True,corpus_only
Yunmapped_0953,yajnadevam_glyphid,,,,,0,1,1.0,0.0,0.0,True,corpus_only
Yunmapped_0809,yajnadevam_glyphid,,,,,0,1,0.0,0.0,1.0,True,corpus_only
Yunmapped_0466,yajnadevam_glyphid,,,,,0,1,0.0,0.0,1.0,True,corpus_only
Yunmapped_0228,yajnadevam_glyphid,,,,,0,1,0.0,0.0,1.0,True,corpus_only
Yunmapped_0729,yajnadevam_glyphid,,,,,0,1,0.0,0.0,1.0,True,corpus_only
Yunmapped_0385,yajnadevam_glyphid,,,,,0,1,0.0,0.0,1.0,True,corpus_only
Yunmapped_0444,yajnadevam_glyphid,,,,,0,1,0.0,0.0,1.0,True,corpus_only
Yunmapped_0338,yajnadevam_glyphid,,,,,0,1,0.0,0.0,1.0,True,corpus_only
Yunmapped_0145,yajnadevam_glyphid,,,,,0,1,0.0,1.0,0.0,True,corpus_only
Yunmapped_0383,yajnadevam_glyphid,,,,,0,1,0.0,0.0,1.0,True,corpus_only
Yunmapped_0686,yajnadevam_glyphid,,,,,0,1,0.0,0.0,1.0,True,corpus_only
Yunmapped_0793,yajnadevam_glyphid,,,,,0,1,0.0,0.0,1.0,True,corpus_only
Yunmapped_0179,yajnadevam_glyphid,,,,,0,1,0.0,0.0,1.0,True,corpus_only
Yunmapped_0045,yajnadevam_glyphid,,,,,0,1,1.0,0.0,0.0,True,corpus_only
Yunmapped_0256,yajnadevam_glyphid,,,,,0,1,1.0,0.0,0.0,True,corpus_only
Yunmapped_0514,yajnadevam_glyphid,,,,,0,1,0.0,1.0,0.0,True,corpus_only
Yunmapped_0697,yajnadevam_glyphid,,,,,0,1,0.0,0.0,1.0,True,corpus_only
Yunmapped_0343,yajnadevam_glyphid,,,,,0,1,0.0,0.0,1.0,True,corpus_only
Yunmapped_0781,yajnadevam_glyphid,,,,,0,1,1.0,0.0,0.0,True,corpus_only
Yunmapped_0291,yajnadevam_glyphid,,,,,0,1,0.0,0.0,1.0,True,corpus_only
Yunmapped_0751,yajnadevam_glyphid,,,,,0,1,0.0,1.0,0.0,True,corpus_only
Yunmapped_0571,yajnadevam_glyphid,,,,,0,1,0.0,1.0,0.0,True,corpus_only
Yunmapped_0689,yajnadevam_glyphid,,,,,0,1,0.0,1.0,0.0,True,corpus_only
Yunmapped_0807,yajnadevam_glyphid,,,,,0,1,0.0,0.0,1.0,True,corpus_only
Yunmapped_0131,yajnadevam_glyphid,,,,,0,1,0.0,1.0,0.0,True,corpus_only
Yunmapped_0764,yajnadevam_glyphid,,,,,0,1,0.0,1.0,0.0,True,corpus_only
Yunmapped_0573,yajnadevam_glyphid,,,,,0,1,0.0,1.0,0.0,True,corpus_only
Yunmapped_0307,yajnadevam_glyphid,,,,,0,1,1.0,0.0,0.0,True,corpus_only
Yunmapped_0173,yajnadevam_glyphid,,,,,0,1,1.0,0.0,0.0,True,corpus_only
Yunmapped_0106,yajnadevam_glyphid,,,,,0,1,1.0,0.0,0.0,True,corpus_only
Yunmapped_0209,yajnadevam_glyphid,,,,,0,1,0.0,1.0,0.0,True,corpus_only
Yunmapped_0731,yajnadevam_glyphid,,,,,0,1,0.0,1.0,0.0,True,corpus_only
Yunmapped_0058,yajnadevam_glyphid,,,,,0,1,0.0,1.0,0.0,True,corpus_only
Yunmapped_0878,yajnadevam_glyphid,,,,,0,1,0.0,1.0,0.0,True,corpus_only
Yunmapped_0412,yajnadevam_glyphid,,,,,0,1,0.0,1.0,0.0,True,corpus_only
Yunmapped_0105,yajnadevam_glyphid,,,,,0,1,1.0,0.0,0.0,True,corpus_only
Yunmapped_0208,yajnadevam_glyphid,,,,,0,1,0.0,1.0,0.0,True,corpus_only
Yunmapped_0505,yajnadevam_glyphid,,,,,0,1,0.0,1.0,0.0,True,corpus_only
Yunmapped_0363,yajnadevam_glyphid,,,,,0,1,0.0,1.0,0.0,True,corpus_only
Yunmapped_0481,yajnadevam_glyphid,,,,,0,1,1.0,0.0,0.0,True,corpus_only
Yunmapped_0577,yajnadevam_glyphid,,,,,0,1,0.0,1.0,0.0,True,corpus_only
Yunmapped_0133,yajnadevam_glyphid,,,,,0,1,0.0,1.0,0.0,True,corpus_only
Yunmapped_0635,yajnadevam_glyphid,,,,,0,1,0.0,1.0,0.0,True,corpus_only
Yunmapped_0874,yajnadevam_glyphid,,,,,0,1,1.0,0.0,0.0,True,corpus_only
Yunmapped_0855,yajnadevam_glyphid,,,,,0,1,1.0,0.0,0.0,True,corpus_only
Yunmapped_0389,yajnadevam_glyphid,,,,,0,1,0.0,1.0,0.0,True,corpus_only
Yunmapped_0541,yajnadevam_glyphid,,,,,0,1,0.0,1.0,0.0,True,corpus_only
Yunmapped_0270,yajnadevam_glyphid,,,,,0,1,0.0,0.0,1.0,True,corpus_only
Yunmapped_0633,yajnadevam_glyphid,,,,,0,1,0.0,0.0,1.0,True,corpus_only
Yunmapped_0586,yajnadevam_glyphid,,,,,0,1,0.0,1.0,0.0,True,corpus_only
Yunmapped_0325,yajnadevam_glyphid,,,,,0,1,0.0,1.0,0.0,True,corpus_only
Yunmapped_0620,yajnadevam_glyphid,,,,,0,1,0.0,1.0,0.0,True,corpus_only
Yunmapped_0342,yajnadevam_glyphid,,,,,0,1,0.0,0.0,1.0,True,corpus_only
Yunmapped_0627,yajnadevam_glyphid,,,,,0,1,0.0,0.0,1.0,True,corpus_only
Yunmapped_0753,yajnadevam_glyphid,,,,,0,1,1.0,0.0,0.0,True,corpus_only
Yunmapped_0340,yajnadevam_glyphid,,,,,0,1,0.0,0.0,1.0,True,corpus_only
Yunmapped_0328,yajnadevam_glyphid,,,,,0,1,0.0,0.0,1.0,True,corpus_only
Yunmapped_0931,yajnadevam_glyphid,,,,,0,1,1.0,0.0,0.0,True,corpus_only
Yunmapped_0999,yajnadevam_glyphid,,,,,0,1,0.0,0.0,1.0,True,corpus_only
Yunmapped_0376,yajnadevam_glyphid,,,,,0,1,0.0,1.0,0.0,True,corpus_only
Yunmapped_0956,yajnadevam_glyphid,,,,,0,1,0.0,1.0,0.0,True,corpus_only
Yunmapped_0570,yajnadevam_glyphid,,,,,0,1,0.0,1.0,0.0,True,corpus_only
Yunmapped_0942,yajnadevam_glyphid,,,,,0,1,0.0,0.0,1.0,True,corpus_only
Yunmapped_0723,yajnadevam_glyphid,,,,,0,1,1.0,0.0,0.0,True,corpus_only
Yunmapped_0073,yajnadevam_glyphid,,,,,0,1,0.0,1.0,0.0,True,corpus_only
Yunmapped_0452,yajnadevam_glyphid,,,,,0,1,0.0,0.0,1.0,True,corpus_only
Yunmapped_0547,yajnadevam_glyphid,,,,,0,1,0.0,1.0,0.0,True,corpus_only
Yunmapped_0629,yajnadevam_glyphid,,,,,0,1,0.0,0.0,1.0,True,corpus_only
Yunmapped_0281,yajnadevam_glyphid,,,,,0,1,0.0,1.0,0.0,True,corpus_only
Yunmapped_0909,yajnadevam_glyphid,,,,,0,1,1.0,0.0,0.0,True,corpus_only
Yunmapped_0606,yajnadevam_glyphid,,,,,0,1,0.0,0.0,1.0,True,corpus_only
